PS No & Name,Address,Constituency Number
1 - Digha,"Sanjivani High School,Ground Floor,Room no.1 Ishwarnagar Digha , Tal. Dist. Thane Pincode : 400708",150
2 - Digha,"Sanjivani High School,Ground Floor,Room no.2 Ishwarnagar Digha Tal. Dist. Thane Pincode : 400708",150
3 - Digha,"Sanjivani High School,Ground Floor,Room no.3 Ishwarnagar Digha Tal. Dist. Thane Pincode : 400708",150
4 - Digha,"Sanjivani High School,Ground Floor,Room no.4 Ishwarnagar Digha Tal. Dist. Thane Pincode : 400708",150
5 - Digha,"Sanjivani High School,Ground Floor,Room no.5 Ishwarnagar Digha Tal. Dist. Thane Pincode : 400708",150
6 - Digha,"Sanjivani High School,Ground Floor,Room no.6 Ishwarnagar Digha Tal. Dist. Thane Pincode : 400708",150
7 - Digha,"Sanjivani High School,Pandol No. 1 , Ishwarnagar Digha t,Tal. Dist. Thane Pincode : 400708",150
8 - Digha,"Swami Vivekanand High School,English Medium Ground Floor Room no.1 Ramnagar Digha Eastt,Tal. Dist. Thane Pincode : 400708",150
9 - Digha,"Swami Vivekanand High School,English Medium Ground Floor Room no.2 Ramnagar Digha East Tal. Dist. Thane Pincode : 400708",150
10 - Digha,"Swami Vivekanand High School,English Medium Ground Floor Room no.3 Ramnagar Digha East,Tal. Dist. Thane Pincode : 400708",150
11 - Digha,"Ganesh Mitra Mandal Office,Ganeshnagar (Ganpatipada) Ground Floor, Room No. 1 Old Belapur Road, Digha ,Tal. Dist. Thane Pincode : 400708",150
12 - Digha,"Ganesh Mitra Mandal Office,Ganeshnagar (Ganpatipada) Ground Floor, Room No. 2 Old Belapur Road, Digha , Tal. Dist. Thane Pincode : 400708",150
13 - Digha,"Ganesh Mitra Mandal Office Ganeshnagar (Ganpatipada) Ground Floor,Room no.2 Partiton Digha Old Belapur Road,Tal. Dist. Thane Pincode : 400708",150
14 - Digha,"Ganesh Mitra Mandal Office Ganeshnagar (Ganpatipada) Ground Floor,Room no.3, Digha Old Belapur Road,Tal. Dist. Thane Pincode : 400708",150
15 - Digha,"Navi Mumbai Mumnicipal Corporation School No. 79 Ground Floor , Room No. 1 Sathenagar Plot No. 05-1 M.I.D.C Road Digha Tal. Dist. Thane Pincode : 400708",150
16 - Digha,"Navi Mumbai Mumnicipal Corporation School No. 79 Ground Floor , Room No. 2 Sathenagar Plot No. 05-1 M.I.D.C Road Digha Navi Mumbai - 400708",150
17 - Digha,"Navi Mumbai Mumnicipal Corporation School No. 79 Ground Floor , Room No. 3 Sathenagar Plot No. 05-1 M.I.D.C Road Digha Navi Mumbai - 400708",150
18 - Digha,"Mahatma Gandhi Hindi High School Pandol No.1 Bindu Madhav Nagar Digha,Tal. Dist. Thane Pincode : 400708",150
19 - Digha,"Mahatma Gandhi Hindi High School Pandol No.2, Bindu Madhav Nagar Digha,Tal. Dist. Thane Pincode : 400708",150
20 - Digha,"Navi Mumbai Mumnicipal Corporation School No. 79 Ground Floor , Room No. 4 Sathenagar Plot No. 05-1 M.I.D.C Road Digha Navi Mumbai - 400709",150
21 - Digha,"Navi Mumbai Mumnicipal Corporation School No. 79 Ground Floor , Room No. 5 Sathenagar Plot No. 05-1 M.I.D.C Road Digha Navi Mumbai - 400710",150
22 - Digha,"New Mumbai Municipal Corporation School no.52 Ground Floor,Room no.1 Digha,Tal. Dist. Thane Pincode : 400708",150
23 - Digha,"New Mumbai Municipal Corporation School no.52 Ground Floor,Room no.2 Digha,Tal. Dist. Thane Pincode : 400708",150
24 - Digha,"New Mumbai Municipal Corporation School no.52 Ground Floor,Room no.3 Digha,Tal. Dist. Thane Pincode : 400708",150
25 - Digha,"Hindmata Vidyalaya And Junior College Ground Floor, Room no.1, Digha,Tal. Dist. Thane Pincode : 400708",150
26 - Digha,"Hindmata Vidyalaya And Junior College Ground Floor, Room no.2, Digha,Tal. Dist. Thane Pincode : 400708",150
27 - Digha,"Mahatma Gandhi Hindi High School,Ground Floor,Room no.1 Bindu Madhav Nagar Digha,Tal. Dist. Thane Pincode : 400708",150
28 - Digha,"Mahatma Gandhi Hindi High School,Ground Floor,Room no.2 Bindu Madhav Nagar Digha,Tal. Dist. Thane Pincode : 400708",150
29 - Digha,"Mahatma Gandhi Hindi High School,Ground Floor,Room no.3,Bindu Madhav Nagar Digha,Tal. Dist. Thane Pincode : 400708",150
30 - Digha,"Mahatma Gandhi Hindi High School,Ground Floor,Room no.4, Bindu Madhav Nagar Digha,Tal. Dist. Thane Pincode : 400708",150
31 - Digha,"Shree Vivekanad Hindi High School,Ground Floor Room no.1, Gavatewadi Digha,Tal. Dist. Thane Pincode : 400708",150
32 - Digha,"Shree Vivekanad Hindi High School,Ground Floor Room no.2, Gavatewadi Digha,Tal. Dist. Thane Pincode : 400708",150
33 - Digha,"Shree Vivekanad Hindi High School,Ground Floor Room no.3, Gavatewadi Digha,Tal. Dist. Thane Pincode : 400708",150
34 - Digha,"Shree Vivekanad Hindi High School,Ground Floor Room no.4, Gavatewadi Digha,Tal. Dist. Thane Pincode : 400708",150
35 - Airoli,"New Mumbai Municipal Corporation School no.53 Pandol no.1 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400708",150
36 - Airoli,"New Mumbai Municipal Corporation School no.53 Pandol no.2 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400708",150
37 - Airoli,"New Mumbai Municipal Corporation School no.53 Pandol no.3 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400708",150
38 - Airoli,"New Mumbai Municipal Corporation School no.53 Pandol no.4 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400708",150
39 - Airoli,"New Mumbai Municipal Corporation School no.53 Pandol no.5 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400708",150
40 - Airoli,"New Mumbai Municipal Corporation School no.53 Ground Floor, Room no.1 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400708",150
41 - Airoli,"New Mumbai Municipal Corporation UHP Room No 5 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400709",150
42 - Airoli,"New Mumbai Municipal Corporation School no.53 Ground Floor, Room no.2 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400708",150
43 - Airoli,"New Mumbai Municipal Corporation School no.53 Ground Floor, Room no.3 Chinchpada, Airoli,Tal. Dist. Thane Pincode : 400708",150
44 - Digha,"Prabodhankar High School, (Secondary School),School Hall , Ilthan Ilthanpada,Digha,Tal. Dist. Thane Pincode : 400708",150
45 - Digha,"Prabodhankar High School, (Secondary School, Ilthan, Ground Floor, Room no.1, Ilthanpada,Digha,Tal. Dist. Thane Pincode : 400708",150
46 - Digha,"Prabodhankar High School, (Secondary School) Ilthan,, Ground Floor, Room no.3 , Ilthanpada,Digha,Tal. Dist. Thane Pincode : 400708",150
47 - Digha,"Prabodhankar High School, (Secondary School) Ilthan,, Ground Floor, Room no.5 , Ilthanpada,Digha,Tal. Dist. Thane Pincode : 400708",150
48 - Digha,"Prabodhankar High School, (Secondary School) Ilthan, Ground Floor, ,Room no.4 , Ilthanpada,Digha,Tal. Dist. Thane Pincode : 400708",150
49 - Digha,"Prabodhankar High School, (Secondary School) Ilthan, Ground Floor, ,Room no.6 , Ilthanpada,Digha,Tal. Dist. Thane Pincode : 400708",150
50 - Digha,"Prabodhankar High School, (Secondary School) Ilthan, Ground Floor, ,Room no.7 , Ilthanpada,Digha,Tal. Dist. Thane Pincode : 400708",150
51 - Digha,"Shree Vivekanad Hindi High School,Ground Floor Room no.5, Gavatewadi, Digha,Tal. Dist. Thane Pincode : 400708",150
52 - Digha,"Shree Vivekanad Hindi High School,Ground Floor Room no.6, Gavatewadi, Digha,Tal. Dist. Thane Pincode : 400708",150
53 - Digha,"New Mumbai Municipal Corporation, Samaj Mandir Hall, Ground Floor , Room no.1,Ilthanpada Digha,Tal. Dist. Thane Pincode : 400708",150
54 - Digha,"New Mumbai Municipal Corporation, Samaj Mandir ,Ground Floor Room no 2, Ilthanpada Digha,Tal. Dist. Thane Pincode : 400708",150
55 - Digha,"Lal Bahadur Shastri High School, ,Ground Floor Room no.1,(adjacent Building) Ilthanpada ,Tal. Dist. Thane Pincode : 400708",150
56 - Digha,"Lal Bahadur Shastri High School ,,Ground Floor Room no.3, Ilthanpada ,Tal. Dist. Thane Pincode : 400708",150
57 - Digha,"Lal Bahadur Shastri High School, ,Ground Floor Room no.1 ,Ilthanpada ,Tal. Dist. Thane Pincode : 400708",150
58 - Digha,"Lal Bahadur Shastri High School, ,Ground Floor Room no.2,Ilthanpada ,Tal. Dist. Thane Pincode : 400708",150
59 - Digha,"Shree Vivekanad Hindi High School, Ground Floor Room no.7, Gavatewadi Digha,Tal. Dist. Thane Pincode : 400708",150
